mascon_id,lat,lon,gsfc_trend_cm_yr,csr_trend_cm_yr,diff_cm_yr,gsfc_p,csr_p,r
9333,21.0,58.392857100000015,-0.23593564138387393,0.002030729153458655,0.23796637053733258,4.725749057045729e-12,0.938768327456106,0.46800764195237293
9334,20.0,42.07100589999999,-0.3001903057714773,-0.3024715475587067,-0.002281241787229382,1.3935509569821997e-34,3.409766493287737e-24,0.7464837636749373
9335,20.0,43.1360947,-0.39731481033783356,-0.42110921710744115,-0.02379440676960759,2.4054321100057044e-49,3.4920764184721624e-41,0.8387914151847903
9336,20.0,44.20118339999999,-0.5093702151996645,-0.5041333072836648,0.005236907915999733,2.66475330583861e-64,7.037842827150173e-46,0.8857166719466638
9337,20.0,45.2662722,-0.6104032711991149,-0.5565293821752284,0.053873889023886457,1.1635870248409838e-76,5.410814355700328e-49,0.8902201051757456
9338,20.0,46.33136089999999,-0.6518098825613952,-0.5729620645471108,0.07884781801428431,2.331774509491326e-90,1.0000335465550285e-54,0.8754384603971828
9339,20.0,47.396449700000005,-0.6038556939805569,-0.5685856092994956,0.0352700846810613,4.45695281763702e-88,1.0645290935634629e-58,0.8577809913998248
9340,20.0,48.46153850000002,-0.48594736555606477,-0.5056794839155268,-0.01973211835946198,1.4746233672309567e-63,1.1598616079471015e-51,0.8302244946862503
9341,20.0,49.52662720000001,-0.32891612566984263,-0.4247542803112513,-0.09583815464140866,5.1439785547599655e-34,1.1910108907660714e-40,0.7677306041741684
9342,20.0,50.59171599999999,-0.18705417117969916,-0.34436300166343203,-0.15730883048373287,4.5201372054120665e-14,8.788985654375237e-40,0.6306417029071006
9343,20.0,51.65680470000001,-0.10821602180267964,-0.2486421497822941,-0.14042612797961446,8.832624896891395e-07,8.594773098333382e-37,0.509181499453158
9344,20.0,52.72189349999999,-0.08876513690575213,-0.15450949852036136,-0.06574436161460923,1.880014435035905e-05,7.562797105169987e-17,0.4935822267530015
9345,20.0,53.78698220000001,-0.12904525092326039,-0.098533168014837,0.030512082908423388,1.588451897148287e-10,9.068861985875871e-07,0.5637931106448624
9346,20.0,54.852070999999995,-0.19001384387081668,-0.061973317749059384,0.12804052612175731,9.325420734739324e-18,0.0055565860161385485,0.5992871878204793
