time,gsfc_tws,gsfc_minus_res,csr_tws,gsfc_tws_nl,gsfc_minus_res_nl,csr_tws_nl
2021-02-01,-94.45992664359885,-84.60633962383983,-83.92150559480723,-41.82274409771892,-21.95572919999536,-79.49187471650268
2021-03-01,-75.9906829481236,-65.3289056118743,-101.16208079037713,-24.942893892332272,-3.9007080439849062,-85.91896577633473
2021-04-01,-67.93633890863266,-56.08787077361749,-54.707127884308704,-19.516333811952933,3.109319920957475,-43.58285226990019
2021-05-01,-56.23683534365424,-43.44469021314436,-70.93264947600872,-9.897780813368637,13.329570668111213,-46.45001210974795
2021-06-01,-67.68979279715059,-55.11375356652737,-66.75963347201571,-19.098469270829995,3.296681677449632,-54.224240752582446
2021-07-01,-45.36503699913192,-34.211702274393296,-27.786855156241035,-5.4866153603232695,16.101102827373087,-26.186167724022724
2021-08-01,-33.5069261343402,-22.4565011603205,-14.2866627542044,5.070286879186776,26.185202926735247,-7.745306581358281
2021-09-01,-38.01961615316484,-27.140953780524697,-51.114367422364296,-5.053102726065739,17.288363807781327,-73.39344923282214
2021-10-01,-22.563155023997183,-12.524515470677997,-3.601994007092613,7.461437339819031,30.23769475033652,-11.382178118124461
2021-11-01,-56.19597929012946,-46.18013253573411,-11.038409129317367,-16.12072780794802,6.1747944083638195,-17.83606498746767
2021-12-01,-70.6821148373007,-60.458407008676495,-32.51530825903149,-28.30780714997173,-5.936956953849307,-28.706507294802794
2022-01-01,-47.36336040293984,-36.403551575283444,-39.08905610806226,-4.61752170853026,18.50629241734371,-35.595627659415115
2022-02-01,-60.20956158898338,-48.78589005594596,-50.634336641386305,-17.875057569810068,5.60814313281678,-50.75913465060578
2022-03-01,-67.35380045629864,-55.43219238783963,-90.77726288555921,-24.030922194202397,-0.24896968865676236,-84.84569609682158
2022-04-01,-80.50489588291356,-67.49839890011893,-71.9308700719227,-36.60456219137891,-12.004696115902114,-55.84450008982324
2022-05-01,-95.75508341640813,-81.91002773013122,-64.75726715551068,-50.67571898716526,-25.18337751572362,-47.26851758982708
2022-06-01,-107.33608993688276,-92.514860340665,-64.79528039366019,-61.78871764452254,-35.09141997307176,-50.83400974143863
2022-07-01,-107.48889175330162,-92.04616844980085,-85.66037666001414,-64.34816827624905,-36.182289676150965,-74.56184887922144
2022-08-01,-78.74495106972596,-62.752200844088556,-93.71130217050265,-40.48164781027834,-11.535241407516937,-97.86567789266478
2022-09-01,-41.493401572080074,-29.116210073643042,-25.89592774124836,2.7693202723957038,24.37403792447881,-19.018850332918312
2022-10-01,-78.06689211527483,-67.1149861332508,-75.80643746306757,-35.470140953877646,-14.586386991792008,-86.86643872571892
