time,tws_mm,tws_minus_res_mm,reservoir_mm,tws_mm_nlweighted,tws_minus_res_mm_nlweighted,reservoir_mm_nlweighted,tws_mm_paired,tws_mm_nlweighted_paired
2015-03-01,38.18598250944207,35.741910286218136,2.2221764920484737,82.62369573276239,80.42324984026648,2.2004458924959183,38.18598250944207,82.62369573276239
2015-04-01,46.585868664175564,43.99923972951083,2.984469485098981,80.92001023154972,74.96461401416987,5.955396217379863,46.585868664175564,80.92001023154972
2015-05-01,45.67079536616571,44.17339209890941,2.736339319854179,85.62772144789056,80.8765633428892,4.751158105001348,45.67079536616571,85.62772144789056
2015-06-01,,,2.5478297179873413,,,1.1756359210396472,,
2015-07-01,21.390947795969822,17.823010294757797,2.657756421301635,46.39829337257627,45.85770078455742,0.5405925880188489,21.390947795969822,46.39829337257627
2015-08-01,-41.51872065791821,-44.58379555734703,1.7787266757149398,-16.42365955622068,-14.036361917540226,-2.387297638680456,-41.51872065791821,-16.42365955622068
2015-09-01,-41.480878642718835,-45.503496691632044,1.4528758233555583,-15.356392428912086,-12.258491887172314,-3.097900541739771,-41.480878642718835,-15.356392428912086
2015-10-01,,,1.9202525412837081,,,-2.9909910308851515,,
2015-11-01,,,2.3122057921283212,,,-2.213003741032649,,
2015-12-01,25.365973164751853,21.881362968883618,2.2439188815714957,45.55143173295221,47.537796306642086,-1.9863645736898767,25.365973164751853,45.55143173295221
2016-01-01,23.67313514753556,21.981495394578626,1.9927126717735064,51.68996506603251,53.9160461566316,-2.2260810905990858,23.67313514753556,51.68996506603251
2016-02-01,5.073372988191086,4.162456755275323,1.6513797727676434,36.67831885897604,39.60488125042431,-2.926562391448273,5.073372988191086,36.67831885897604
2016-03-01,1.8802590780656676,2.0307014853757295,1.2539371219741688,32.60013699876018,36.19891482829648,-3.598777829536293,1.8802590780656676,32.60013699876018
2016-04-01,,,-0.009079512569640114,,,-6.690911163361414,,
2016-05-01,-40.13467973954904,-36.491569708224624,-1.2215400865577368,-8.420428289681233,0.7974443964699723,-9.217872686151209,-40.13467973954904,-8.420428289681233
2016-06-01,-42.78120291035243,-39.78896408033458,-1.138715655185417,-22.618698152278913,-13.294899856260828,-9.323798296018085,-42.78120291035243,-22.618698152278913
2016-07-01,-60.95111638607944,-59.16619955287831,-1.6697911299222983,-41.02170338015423,-29.6610572898967,-11.360646090257536,-60.95111638607944,-41.02170338015423
2016-08-01,-12.928435749135497,-11.97298810234791,-2.136355392087915,8.055252802900302,21.095508790194245,-13.040255987293948,-12.928435749135497,8.055252802900302
2016-09-01,,,-0.9408759195357488,,,-12.188413498537683,,
